content,word_count
shule zenye upungufu vyumba madarasa halmashauri jiji dodoma zimetakiwa kukamilisha ujenzi madarasa wanafunzi awamu pili waanze masomo februari mwaka huuakipokea taarifa halmashauri jiji dodoma iliyosomwa kaimu mkurugenzi jiji hidaya maeda mkuu mkoa dk binilith mahenge aliagiza madarasa hayo yanatakiwa kukamilika wanafunzi waliobaki waanze masomo mapemaamewataka viongozi wilaya akiwemo mkuu wilaya mkurugenzi kufuatilia ujenzi kuhakikisha majengo hayo yanakamilika mapemaakitoa taarifa mbele mkuu mkoa dk mahenge kaimu mkurugenzi meada amesema halmashauri jiji dodoma inakusudia kujenga madarasa mapya ujenzi watajenga madarasa mawili shule sekondari mpya iyumbu ambayo yapo hatua nzurihalmashauri imejipanga kukarabati madarasa sita ambayo halmashauri imepewa shule sekondari viwandani tayari mifuko saruji ipomaeda halmashauri imejipanga kukamilisha majengo maabara kutoa nafasi madarasa yanayotumika maabara vifaa vitolewe madarasa hayo yatumike ilivyokusudiwakatika mkakati halmashauri jiji zipo shule zinazokamilisha majengo maabara madarasa kupatikana vyumba wanafunzi waliobaki kuanza masomo mapema wiki mbili zijazomaeda alizitaja shule sekondari mnadani vyumba viwili umonga ntyuka viwandani makole nzuguni sechelela mlimwa kiwanja ndege lukundo shule hizi zote zina fedha ajili ukamilishaji maabara halmashuuri inaendelea kupeleka fedha kadiri mahitaji kuhakikisha maabara hizo zinakamilika kutumia alisemamaeda amesema mkakati ukikamilika yatapatikana madarasa upungufu madarasa ambao halmashauri ina upungufu madarasa yatabaki madarasa ambayo yatatakiwa kukamilikaakizungumza kupokea ripoti mkuu mkoa dk mahenge aliwataka viongozi halmashauri kukamilisha majengo hayo mapema ifikapo februari mwaka wanafunzi wawe wameanza masomo kidato kwanzaakizungumza mkuu mkoa kutoa maagizo mkuu wilaya dodoma patrobas katambi amesema halmashauri jumla wanafunzi waliofaulu mitihani darasa saba wanafunzi walitakiwa kuanza masomo awamu kwanzawanafunzi waliobaki walitakuwa kusubiri kukamilika madarasa hayo waanze kusoma mapema mwezi ujaoamesemakatambi amesema halmashauri imejipanga kuhakikisha inajenga vyumba atafutilia kuhakikisha vyumba madarasa vinakamilika mapema wanafunzi wanaanza masomo,260
mamlaka maendeleo biashara tantrade imeweka mfumo mipaka mbalimbali nchi wafanyabiashara nchi nje wakiwemo jumuiya afrika mashariki eac kuzifi kia bidhaa mfumo ulio bora nchiniimesema wafanyabiashara wengi nje wamekuwa wakinunua bidhaa mashambani mfumo itasaidia kuzikuta bidhaa hizo eneo mkurugenzi mkuu tantrade edwin rutageruka hayo mkutano biashara matunda mboga maonesho biashara kimataifa dar es salaamditf yanayoendelea barabara kilwa jijini dar es salaam tantrade inawataka wakulima wafanyabiashara nchini kushirikiana nao kuweza kutatua changamoto ambazo wanakutana nazo shughuli zaoalisema mikakati mamlaka wadau kuendeleza bidhaa yawapasa kutoa ushirikiano kutosha kutambulisha uwezo ubora kampuni kufanya biashara waweze kutambulisha uwezo ubora kampuni kufanya biashara waunganishe fursa ambazo wanazipataaidha rutageruka takwimu zinaonesha thamani mauzo bidhaa viwandani iliongezeka kufikia dola marekani milioni mwaka dola marekani milioni mwaka sawa ongezeko asilimia “takwimu zinaonesha ina takribani viwanda ambavyo viwanda vikubwa vilivyopata usajili mwaka viwanda vilivyosajiliwa miongoni vinavyozalisha bidhaa mbalimbali ikiwemo usindikaji matunda mboga bado vinakabiliwa ukosefu malighafi kutokana upungufu uzalishaji ubora matunda mboga maua viungo” rutageruka iko mwaka tatu utekelezaji mpango pili maendeleo miaka mitano mwaka unaolenga kujenga uchumi viwanda kuchochea mageuzi kiuchumi maendeleo watanzania,174
rais john magufuli ameendelea kung’ara siasa kimataifa mwaka taasisi transparency international ti kuitaja nchi zilizofanya vizuri masuala kupiga vita rushwaripoti ti mwaka iliyopatikana dar es salam juzi imesema imeendelea kufanya vizuri vita dhidi rushwa ndogo zinazohujumu uchumi kuumiza wananchi kawaida wapatapo hudumarais magufuli amekuwa kinara mapambanodhidi rushwa tangu aingie madararakani mwaka ambapo imekuwa vita dhidi uhujumu uchumi rushwa ndogo ambayo imekuwa kero wananchi wanyonge ikiwa kuwanyima haki taasisi utoaji huduma hatua ambayo imeiipandisha chatiripoti mpya ti iliyoandaliwa taasisi afrobarometer imedhihirisha mafanikio rais magufuli kuiweka upande nchi afrika global corruption barometer africa gcb ambapo ti shirika mapambano dhidi rushwa duniani limesema mjini berlin ujerumani inaongoza nchi afrika eneo ‘namna wananchi wanavyotambua juhudi serikali mapambano rushwa’matokeo mujibu ripoti asilimia waliohojiwa walisema ndiyo wananchi kawaida wana nafasi sehemu mafanikio mapambano dhidi rushwa badala kuachia mzigo serikali ripoti ti imesema takwimu hizo asilimia zimetokana swali waliloulizwa wahojiwa kwamba“wananchi kawaida wanaweza wana nafasi sehemu kufanikisha vita dhidi rushwa”mkurugenzi mtendaji ti patricia moreira akiwasilisha ripoti waandishi habari juzi kipengele hicho nchi tano bora zikiongozwa sierra leone lesotho nigeria ghanataasisi serikali kuhusu taasisi serikali ti imeonesha kuwapo mafanikio makubwa kupungua hisia kuwapo rushwa ofisi rais waziri mkuu asilimia nne wabunge asilimia nanepia rushwa iliyodaiwa kuwepo maofisa serikali kuu imeshuka asilimia serikali mitaa asilimia tofauti kulinganisha hali mwaka mwaka takwimu hizo ti inaonesha hisia kuwapo rushwa imeshuka jeshi polisi asilimia mwaka mwaka majaji mahakimu asilimia viongozi dini asilimia tatu asasi zisizo kiserikali ngos sifuri taasisi biashara ikiongezeka hisia asilimia viongozi kimila asilimia tatu ukilinganisha takwimu mwaka mwaka huuhali rushwa utoaji huduma ripoti ti inaonesha mafanikio vita rushwa ambapo rushwa imeshuka asilimia mwaka asilimia mwaka shule umma imeshuka asilimia asilimia nne huduma afya imeshuka asilimia polisi asilimia mwaka kuhusu rushwa imepungua miezi iliyopita ripoti imesema asilimia walisema iliongezeka mwaka asilimia waliosema imeongezeka mwaka waliosema imepungua mwaka asilimia wakiamini imepunguawaliosema kiwango kile kile asilimia mwaka asilimia tisa mwaka waliosema hawajui asilimia mwaka asilimia tisa hakuna waliokataa kujibumapambano rushwa ikizungumzia swali serikali inafanya kazi nzuri mapambano dhidi rushwa ripoti ti imeonesha mwaka waliosema inafanya vizuri asilimia mwaka asilimia waliosema serikali haifanyi vizuri mwaka asilimia mwaka wamepungua asilimia waliosema sijui mwaka asilimia tano mwaka asilimia sita hakuna aliyekataa kujibu maswali ripoti inaonesha asilimia waliohojiwa wanakiri mtu lazima atoe rushwa kupata huduma kijamiikwa mujibu ripoti ikilinganishwa mwaka imepiga hatua udhibiti vitendo rushwa maeneo kutolea huduma umma asilimia kufikia asilimia mafanikio siku nyuma mafanikio hayo yametajwa yametokea mwaka tangu ripoti nyingine ti iliyotathmini mapambano dhidi rushwa corruption perception index ilipotolewa ikionyesha rwanda kuongoza nchi jumuiya afrika mashariki eac mapambano dhidi rushwa mwaka mujibu ripoti iliyotolewa ti februari mwaka juhudi serikali rais magufuli kupambana rushwa zimezaa matunda kipindi mwaka uliopita taarifa iliyokusanya takwimu mwaka mzima ilionesha miongoni mwa nchi chache duniani zilizopanda kiasi kikubwa kupambana rushwa nyingi zikishuka kubaki pale palewakati mwaka duniani ripoti mwaka jana ilipanda nafasi ikizizidi mbali nchi kadhaa duniani utafiti uliohusisha nchi afrika mashariki nchi pili rwanda iliyoongoza kupunguza rushwa ambapo alama mtazamo rushwa imepata zikiwa nyingi kufikiwa nchi miaka iliyopitatakwimu hizo zilionesha kufikia nafasi matokeo kufanikiwa serikali kuziba mianya mingi rushwa taasisi mbalimbali serikali kubadilika mtazamo wafanyabiashara wawekezaji nchininchi tano mwisho ti ilibainisha ripoti nchi tano mwisho afrika zilizotajwa ripoti ambazo bado raia hawaoni serikali zao zinaonesha juhudi zozote kupambana vitendo rushwa madagascar gabon jamhuri kidemokrasi congo drc sudan guinea malawi moroccoripoti imebaini nusu nchi zote zilizoguswa utafiti kuandaa ripoti septemba septemba wanakiri rushwa kushika mizizi nchi zao serikali haifanyi kitumatokeo jumla mkurugenzi huyo matokeo jumla utafiti yameonesha mtu wanne waliotumia huduma umma afya elimu afrika walitoa rushwa mwaka sawa milioni ripoti mwaka jana ilivyo mwaka ilitanguliwa ripoti jarida the economist lililoeleza iliongoza eac utawala bora demokrasia taasisi kiuchumi duniani world economic forum iliyoitaja pili afrika kwanza kusini mwa jangwa sahara uchumi jumuishi,613
serikali mapinduzi zanzibar imesema uvuvi haramu maeneo hifadhi haukubaliki kwani ndiyo chanzo kuharibu mazingira baharini ikiwemo matumbawehayo yalisemwa waziri maliasili mifugo uvuvi rashid ali juma alipotembelea kisiwa misali kilichopo pemba ambacho kipo maeneo hifadhi yanayokabiliwa aina zote uvuvi haramualisema kisiwa misali miongoni mwa visiwa vichache vyenye rasilimali kitaifa ikiwemo hazina viumbe baharini sekta utalii aliwataka watendaji wanaosimamia kisiwa hicho kuhakikisha wanaimarisha ulinzi doria baharini kupambana aina zote uvuvi haramu unaohatarisha mazalia samaki“kisiwa misali kipo mpango taifa uhifadhi mazingira baharini ambacho hazina viumbe baharini sekta utalii” mkuu doria idara maendeleo uvuvi zanzibar haji shomari doria kisiwa misali zimeimarishwa sababu kisiwa hicho kipo jirani nchi mombasa yamejitokeza matukio baadhi watalii wavuvi nchi jirani kuingia kisiwa hicho kibali wavuvi wakifanya matukio uharibifu mazingirashomari alikitaja kisiwa misali miongoni mwa visiwa tegemeo ambavyo viumbe kasa sehemu mazalia lutokana utulivu uliopo “moja kazi kikosi doria kuimarisha ulinzi eneo kisiwa misali ambapo tumekuwa makini kupambana uvuvi haramu” alisemakisiwa misali chenye urefu fukwe kilomitar kutokana utulivu viumbe aina kasa wamekuwa wakitaga mayai kuchimba mashimo pembezoni mwa fukwe kuondoka kisiwa hicho kinatajwa idadi samaki adimu ikiwemo kamba pweza ngisi ambao bei imepanda kutokana soko lake kutegemea watalii hatua huwafanya watalii mbali mbali nchi jirani kutembelea kisiwa misali kufanya utalii kuzamia kuangalia rasilimali ziliomo baharini,205
kesho mchana itaandika historia nyingine sekta usafi ri anga nchini ndege mpya tano kuwasili nchinindege mpya aina airbus imekabidhiwa juzi mjini montreal nchini canada timu wataalamu watendaji leo alfajiri wameondoka kurejea nchini ambako watafika kesho mchana akizungumza gazeti hili simu akiwa nchini canada mkurugenzi mtendaji kampuni ndege atcl ladislaus matindi ambaye miongoni mwa timu iliyokwenda kukabidhiwa ndege ndege kufanyiwa majaribio yote wataalamu waliikagua kujiridhisha kabla kukabidhiwa“tunashukuru ndege yetu nzuri mpya imekaguliwa kufanyiwa majaribio iko vizuri kesho leo alfajiri tunaondoka kurudi nyumbani tutafika keshokutwa kesho mchana” matindi ndege ndege mpya mbili aina zilizonunuliwa serikali kampuni airbus nchini canada ikiwa juhudi kufufua sekta usafiri anga kuinua uchumi sambamba kuongeza idadi watalii wanaokuwa mojakwa nchinimatindi ndege pili iko hatua mwisho uundwaji itakapokamilika itaanza majaribio kuruka timu ukaguzi itakwenda nchini humo kufanya ukaguzi kabla kukabidhiwa “ndege mpya mbili tulizokuwa tunatarajia kuzipokea karibuni tumeshakabidhiwa nyingine iko hatua mwisho uundwaji iko timu ukaguzi itaenda itatoa ripoti yao” matindiakizungumzia ndege hizo ambazo awali zilipaswa tayari kuwasili nchini novemba mwaka matindi walipokea maombi watengenezaji ndege hizo kampuni airbus canada kusogeza mbele tarehe kuzikabidhi kumalizia mambo madogo matengenezo yaliyosalia “ni kweli awali tulikuwa tuzipokee ndege hizo novemba mwaka watengenezaji walituomba kusogeza mbele kukabidhiwa kitu kawaida tumeshaipokea kesho watanzania wataiona tukifika ”alisema matindindege hizo mbili ina uwezo kubeba abiria daraja kwanza daraja kawaida abiria awali ndege hizo zilijulikana jina bombardier c series julai mwaka kampuni airbus iliingia mkataba ununuzi kuzibadilisha jina kuziita a ununuzi ndege hizo aina a inakuwa nchi kwanza barani afrika kununua ndege hizo zenye kasi kisasa zenye nafasi sambamba kutumia mafuta kidogoaidha ununuzi ndege hizo mbili unaifanya nchi jumla ndege mpya sita ambazo bombardier q tatu boeing dreamliner a mbili ambapo ndiyo inayowasili kesho jumanne wiki akizungumza waandishi habari nchini waziri ujenzi uchukuzi mawasiliano isack kamwelwe ndege hizo mbili mpya itatua nchini desemba nyingine itatua januari mwakanikamwelwe rubani wahudumu ndege walishakwenda nchini humo kuipokea ratiba haitabadilika ndege itawasili kesho kusema itaongeza safari ndege kuifanya nchi kukua kiuchumi akizungumzia ndege boeing dreamliner ambayo nayo imenunuliwa kuwasili nchini mwaka matindi inaendelea safari ambayo ruti mwanza siku jioni wowote kuanzia watafanya uzinduzi safari nje ambako watazindua ruti kwanza mumbai nchini india“tulipanga kuzindua mapema safari nje tulichelewa sababu kukamilisha mambo msingi yaliyohitajiwa jumuiya kimataifa usafiri anga iata ambayo kwetu tumeshafikia mwisho” bosi huyo atcl atcl kupitia mtandao yapata mwezi nne imekuwa ikitangaza bei safari ruti india jjiji mumbai ambapo wamesema bei kuanzia itakuwa dola daraja kawaida daraja kwanza kuanzia dola atc mwaka ndege tisa kutokana usimamizi mbaya ilishindwa kuendelea kutoa huduma usafiri ipasavyo mwaka iliunganishwa nguvu kampuni ndege uganda afrika kusini zikafanya kazi miaka sita mwaka ilipotangaza kupata hasara sh bilioni,430
chuo kikuu dodoma udom kitaendelea kufanya udahili jijini dar es salaam eneo mlimani city agosti mwaka kumalizika maonyesho vyuo vikuu nchini yaliyokuwa yakifanyika viwanja mnazi jijini dar es salaamnaibu makamu mkuu chuo unayeshughulikia taaluma tafiti ushauri chuoni profesa alexander makulilo hayo alipokuwa akizungumza habari leo jijini dar es salaamprofesa makulilo kumalizika maonyesho hayo viwanja mnazi udom wanahamia eneo mlimani city ambapo huko watakuwa wakiendelea udahili wanafunzi wanaotaka kuomba udahilialisema chuo hicho chuo pekee nchini chenye program ambazo idadi ukilinganisha vyuo vinginealisema mbali kudahili wanafunzi wataendelea kutoa ushauri mahitaji mbalimbali wale wanaotaka kujiungapia wameshirikianana watoa huduma elimu yajuu kuona jinsi gani wataboresha mitaala kuvutia soko kipindi kuelekea uchumi viwandaudom ina uwezo kuchukua wanafunzi wapo wanataka kuongeza,115
makamu rais samia suluhu hassan ameshiriki mkutano dharura wakuu nchi serikali umoja afrika kuhusu mkataba uanzishwaji eneo huru biashara afrika afcfta unaofanyika jijini niamey nigerakiwa mkutano aliipongeza serikali ghana kuchaguliwa makao makuu sekretarieti afcfta kuisihi kamisheni umoja afrika kuharakisha ukamilishaji muundo bajeti mpango kazi sekretarieti ianze kufanya kazi harakamkutano wakuu nchi serikali umepokea taarifa mahamadou issoufou rais jamhuri niger kuhusu utekelezaji afcfta ambayo imepitishwa viongozi haomkataba uanzishwaji eneo huru biashara afrika afcfta umeanza kazi rasmi mei mwaka unahusu uasili bidhaa zitakazouzwa soko afrika kufungua biashara bidhaa asilimia uanzishwaji sekretarieti kusimamia utekelezaji mkataba afcftaaidha alimpongeza rais niger issoufou jitihada kuhakikisha azma umoja afrika kuanzisha soko huru afrika inafikiwa makamu rais alizipongeza nchi wanachama umoja zilizoridhia mkataba uanzishwaji eneo huru biashara afrika afcfta nchi zilizotia saini mkataba kuahidi itaungana nao kukamilisha taratibu ndanikwenye mkutano mama samia alimwakilisha rais john magufuli ambapo alitoa salamu niaba wakuu nchi serikali waliohudhuria mkutano,147
mchungaji kanisa gospel revival center grc lililopo ubungo kibangu jijini dar es salaam anthony lusekelo ‘mzee upako’ amewataka watanzania kumpa rais john magufuli kazi kuliunganisha taifa kuleta maendeleo watahoji utendaji madarakaniamesema demokrasia ipo nchini endapo serikali itaruhusu kufanyika maandamano hakutakuwa nchi amani ilivyo sasaakizungumza waandishi habari jana jijini dar es salaam mchungaji lusekelo amesema kutokana miradi mikubwa inayoendelea kutekelezwa nchini itakuwa miongoni mwa nchi ambazo wananchi watakuwa maisha mazurialisema rais magufuli amesaidia kuipeleka nchi mahali salama sekta mbalimbali ikiwa kupungua matukio ujambazi nchinialisema kuingia madarakani hakuna udini ukanda wala ukabila badala watoto masikini wanasomeshwa kupitia kodi matajiri ambazo wanalipa kutokana biashara mbalimbali‘’sio najipendekeza kutaka ukuu wilaya mkoa nataka kuwaambia siwezi kuona aibu kusema mema anayoyafanya kiongozi wowote kwani maandiko matakatifu yanatuelekeza mwiko kumsema vibaya mkuu nchi yako’’ lusekeloaliongeza lazima apewe nafasi afanye kazi mujibu sheria katiba mila desturi kitanzania watamhoji utendaji kukamilisha uongozi wanavyofanya viongozi waliopitaalifafanua rais amehakikisha kunakuwapo muungano imara tanganyika zanzibar ambao haupaswi kufanyiwa biashara wala kugusa misingi badala maboresho wanapaswa kuzungumza hekimapia yapo mabadiliko makubwa yanaendelea kufanyika nchini ikiwemo masuala usafiri anga kusaidia shirika ndege atcl ndege nane kutumia fedha kununua zao korosho‘’tungepata magufuli nchi ingenyooka tunapaswa kusema asante kiongozi huyu sababu ndiye ambaye mungu ametuletea mnaweza msione matokeo uongozi saa baadaye mtasema asante yesu’’ alisisitiza mchungaji huyoakijibu maswali waandishi kuhusu demokrasia nchini lusekelo kwanza alishuhudia watanzania milioni sita wakiwapigia kura wapinzani wapo wabunge madiwani wengi chama demokrasia maendeleo chadema chama wananchi cuf vyama vinginealieleza uwepo wawakilishi hao vyama vingi inamaanisha demokrasia ipo lazima kuwepo kusema kunyamaza kusema kutekeleza mambo mbalimbali,254
ikiwa wiki tangu waziri nchi ofi rais tawala mikoa serikali mitaa tamisemi selemani jafo aagize ujenzi hospitali wilaya chamwino uliokuwa ukisuasua uongezwe kasi ujenzi unaendelea ilivyoagizwajana jafo alitembelea eneo ujenzi hospital wilaya chamwino inayojengwa kata mlowo kushuhudia ujenzi ukiwa unaendelea kasi majengo matatu yakiwa yameshaanza kupanda mengine yakiwa yanakamilishwa hatua jamvi walionekana mafundi kutosha wakiwa wanaendelea shughuli ujenzi eneo mlowo menejiment chamwino ikitoa muongozo kufanya sambamba kamati ulinzi usalama ikiwa inahakiki hatua inaenda ilivyopangwakutokana kasi ujenzi hospitali uliokuwa unaendelea eneo mradi imani waziri jafo kuhusu kukamilika mradi ilirejea akizungumza jafo amefurahi kuona ujenzi hospitali umefikia hatua nzuri aliwataka watendaji chamwino kuendelea kasi jengo hospitali likamilike mapema likiwa ubora hali juu“leo naweza kuwapongeza mmefanya kazi wiki niliyowapa nataka ikifika mei mwaka majengo hospitali yawe yamefikia hatua siyo renta majengo yote saba tayari kuezeka kuanzia mei mwaka majengo yote yawe yamepauliwa upande hospitali” mwaka jana halmashauri wilaya chamwino ilipewa mgawo sh bilioni ajili ujenzi hospitali wilaya mpaka ujenzi unaendelea vizuriaidha jafo aliuagiza uongozi halmashauri wilaya chamwino kuanza kupanga wilaya mujibu sheria mipango miji iweze kuendana hadhi makao makuu nchi “chamwino iko jiji dodoma jiji wanaenda kasi upangaji maeneo wilaya ndipo ikulu imejengwa mnatakiwa mjiongeze muanze kupima maeneo kuuza muongeze mapato halmashauri yenu” jafo,201
kuadhimisha siku mazin gira duniani umoja mataifa un umepongeza jitihada zilizofanywa serikali kudhibiti matumizi mifuko plastiki inachangia uchafuzi hali hewa nchinimratibu mkazi un alvaro rodriguez alitoa pongezi hizo jana jijini dar es salaam akizungumzia maadhimisho siku mazingira duniani ambayo huadhimishwa juni mwakakuhusu mifuko plastiki rodriguez hatua kutokomeza matumizi mifuko iimarishwe asilimia mifuko iliishia baharini kutoa mashaka viumbe vilivyopoalisema serikali inastahili kusimamia dhati suala hilo kuhakikisha inaongeza kutoa elimu wananchi kuhusu madhara kutu mia mifuko afya mazingira jamii ujumla“zipo nchi mbalimbali ambazo zimekuwa zikitumia mifuko pengine kushindwa kuzuia matumizi ambapo tanza nia miongoni mwa nchi zilizochukua maamuzi magumu kuhakikisha inaiondoa mzun guko mzima matumizi” rodriguezaidha hatua inasaidia kuondoa mifuko mnyororo kuleta madhara maz ingira afya ujumla kupongeza ukubali wananchi suala hilokuhusu kuadhimisha siku mazingira du niani wadau mazingira nchini wana toa wito umefika kudhibiti yale yanayosababisha uchafuzi hali hewa nchini changamoto mazingiraalisema kupambana uchafuzi hali hewa itasaidia mabadiliko maisha siku kuimarisha afya mazin gira uchumi mfumo mzima kijamii“hali hewa iliyo safi malengo maendeleo endelevu inatoa haki kuvuta hewa safi jambo linaloimarisha afya miji iliyo safi nguvu kuchukua hatua kuhamasisha kuhusu masuala hali hewa” rodriguezkuhusu athari uchafuzi hali hewa afya imekuwa chanzo magon jwa mbalimbali yakiwemo yale mfumo upumuaji kuweza kuhusishwa kisu kari ambapo milioni saba duniani hufariki mwaka kutokana tatizo hilokwa upande mratibu kitaifa shirika un programu mazingira unep clara makonya wadau mazingira nchini wameandaa kampeni kutoa elimu jamii madhara yatokanayo uchafuzi hali hewa ambapo watatumia waendesha baiskeli kutoa elimu hiyoalisema mujibu uchunguzi uliofany nchini benki dunia wb mwaka changamoto afya zinaigharimu dola kimarekani bilioni ikitokana uchafuzi hali hewaalisema mujibu utafiti walikufa mwaka kutokana ucha fuzi mazingira ambao miongoni mwa vifo hutokana uchafuzi mazingira njekuhusu kampeni itafanyika jumamosi wiki viwanja mnazi inalenga kutoa uelewa jamii namna kudhibiti takataka zinavyochangia uchafuzi hali hewanaye mchumi shirika afya duniani who maxmillian mapunda uchafuzi hali hewa upo nje ambao huchangia kuleta magonjwa mbali mbali ikiwemo shambulizi moyo saratani kuathirika viungo mwili,316
wakala serikali mtandao nchini umebuni mfumo shirikishi kusimamia shughuli rasilimali taasisi erms ambao unaunganisha shughuli taasisi mfumo ambao utawezesha kufuatilia kusimamia ukaguzi tathimini utekelezaji ufanisikatika mkutano waandishi habari mtendaji mkuu wakala serikali mtandao dk jabiri bakari amesema wameamua kutengeneza mfumo erms ambao dirisha linalounganisha shughuli zote taasisi kuongeza ufanisi utendaji kazi utoaji huduma bora ummadk bakari amesema erms ina moduli zinazounganisha shughuli mbalimbali utendaji kazi ambazo zinategemeana kuwezesha kubadilishana taarifa miongoni mwa idara vitengo kusimamia rasilimali fedha vitendea kaziamesema mfumo unawezesha ushughulikiaji miamala idara nyingine ankra bidhaa huduma mapato majukumu watumishi ikiwemo ufuatiliaji miradi“inaweza kutoa hali matumizi fedha taarifa zinazosaidia upimaji utendaji watumishi utoaji matumizi sahihi” amesema dk bakaripia erms inaweza kuunganishwa kubadilishwa taarifa mifumo mingine mikuu serikali mfumo mkuu uhasibu mfumo usimamizi taarifa rasilimali mfumo malipo serikali kielektroniki mfumo barua pepe serikalini mfumo ofisi mtandaoakieleza mifumo mingine iliyotengenezwa wakala utekelezaji jitihada serikali mtandao nchini mifumo kuhusishwa iliyokuwa tovuti serikali tovuti kuu serikaliamesema kutokana hilo kazi mtandao zitakuwa zikifanyika ufasaha ikiwemo ufanisi kutokana imerahisishwadk bakari amesema kubuni mfumo kitu kitakwenda sawa utendaji kazi mtandao kutokana mfumo mpya ambao umebuniwa kusaidia kurahisisha kazi zao sikuamesema mfumo ambao umetengenezwa kushirikiana wizara fedha mipango ambao wasimamizi wakuu mfumo malipo serikali njia kielektroniki ambao unalenga kuongeza udhibiti usimamizi ukusanyaji mapato serikalini,207
waziri mpya viwanda biashara innocent bashungwa amesema amepokea mikono miwili uteuzi amejipanga kuitumikia nafasi umakini kuleta maendeleo makubwa yanayotakiwabashungwa ambaye naibu waziri kilimo kabla uteuzi jana asubuhi uliofanywa rais john magufuli anaifahamu wizara amewahi kufanya nayo kazi ukaribu anazijua kero changamoto atashirikiana wafanyakazi kuiletea mabadiliko wizara husikaaliwahi makamu mwenyekiti kamati kudumu bunge viwanda biashara mbunge huyo karagwe mkoani kagera aliteuliwa naibu waziri kilimo novemba mwaka jana kutokana mabadiliko madogo baraza mawaziri mujibu wasifu tovuti bunge bashungwa aliyezaliwa mei ana shahada umahiri masuala kimataifa akijikita sera kiuchumi fedha chuo kikuu columbia shahada kwanza uchumi chuo kikuu mtakatifu john’sanakuwa waziri viwanda biashara tatu utawala rais magufuli akitanguliwa charles mwijage ambaye akishughulikia uwekezaji kakunda ambaye aliteuliwa waziri viwanda biashara novemba mwaka jana akitokea naibu waziri tamisemiakizungumzia hatua rais magufuli kutengua uteuzi kakunda ambaye mbunge sikonge mkoani tabora anakubali matokeo akijua fika rais angemwondoa wizara kutokana mazingira yaliyojitokeza juzi kikao rais wafanyabiashara hao wilaya zote nchinikakunda mabadiliko sehemu kuongeza tija anamini aliyekabidhiwa kijiti ataendeleza yale mazuri alifanya kazi maendeleo wizara kushirikiana wafanyakazi waliifanya timu wafanyakazi pamojarais magufuli alifanya mabadiliko hayo mawaziri kamishna mkuu mamlaka mapato tra jana ikiwa siku kikao chake kizito wafanyabiashara hao baadhi malalamiko wafanyabiashara hao walionesha kutoridhishwa utendaji kazi wizara viwanda biashara nao wakielekeza malalamiko tramoja kero zilizolalamikiwa juzi ufungaji hovyo viwanda uliofanywa watendaji wizara wafanyabiashara hao kudai watendaji wizara wamekuwa wakijisifu kuwafungia viwanda vyaolakini wafanyabiashara hao walilalamikia utitiri vibali ajili ufunguaji viwanda umekuwa kero maendeleo viwanda upande tra wafanyabiashara hao walisema baadhi watumishi mamlaka wanachangia ukwepaji kodi kutokana kuwawekea mazingira magumu yanayoshawishi watoe rushwakutokana malalamiko hayo mengine rais magufuli alitengua uteuzi charles kichere kamishna mkuu tra kumteua aliyekuwa naibu katibu mkuu wizara viwanda biashara edwin mhede kushika wadhifa mamlaka iliyoanzishwa mwaka mhede mchumi aliyewahi kufanya kazi taasisi mbali mbali serikali anakabidhiwa jukumu kuongoza tra akiwa kamishna mkuu tano utawala rais magufuli akitanguliwa risherd bade eliakim maswi alphayo kidata,308
ofisi rais tawala mikoa serikali mitaa tamisemi imeelekeza mamlaka serikali mitaa kushirikiana wadau mbalimbali wananchi kujenga hosteli ajili wanafunzi wanaotoka mbali shulenaibu waziri tamisemi josephat kakunda alitoa agizo hilo jana akijibu swali mbunge viti maalumu anna gidirya chadema gidirya alitaka kujua serikali ina mkakati gani kujenga bweni shule kata kuwaondolea wanafunzi kero kutembea umbali mrefu alitaka kujua serikali ina mkakati gani wanafunzi waliopanga vyumba mitaani mazingira hayo rafiki kwao kusomakandege serikali imeelekeza ujenzi hosteli ambao uendeshaji husimamiwa jamii ikishirikiana halmashauri wilaya mpango serikali kuendelea kuboresha miundombinu shule sekondari kutwa bweni ambapo mwaka kupitia mradi lipa kulingana matokeo epr vyumba madarasa vimejengwa“pia matundu vyoo mabweni nyumba walimu majengo maabara majengo maktaba mabwalo chakula yamejengwa” kandege vilevile ujenzi madarasa umekamilika visima maji vimechimbwa shule mbalimbali nchini februari mwaka serikali ilitoa sh bilioni ukamilishaji maboma madarasa shule sekondari serikali itaendelea kuboresha miundombinu shule msingi sekondari awamu kadri upatikanaji fedha,146
